classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::osgi::internal::signedcontent::SignedBundleHook ,27,1,5,26,105,0,26,0,203,15,19,21,0,0,13,99,56,2,,,,, 
org::eclipse::core::runtime::internal::adaptor::PluginConverterImpl ,26,1,2,24,666,0,38,0,610,37,9,23,30,1,6,397,165,0,,,,, 
org::eclipse::osgi::internal::resolver::HostSpecificationImpl ,10,3,5,5,36,0,2,0,33,9,45,2,0,0,7,18,18,1,,,,, 
org::osgi::framework::BundlePermission ,7,1,1,7,45,0,13,0,90,10,33,9,3,0,5,33,26,1,,,,, 
org::eclipse::osgi::internal::signedcontent::LegacyVerifierFactory ,4,1,1,3,1,0,1,0,10,2,8,1,0,0,2,6,2,1,,,,, 
org::eclipse::osgi::framework::internal::core::GlobalPolicy ,5,1,1,4,6,0,1,0,38,4,10,1,0,0,4,17,9,1,,,,, 
org::eclipse::osgi::framework::internal::core::BundleContextImpl ,35,1,8,29,595,0,12,0,654,35,26,3,1,2,20,220,149,4,,,,, 
legacy::lazystart::b::Activator ,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,,,,, 
org::eclipse::osgi::framework::debug::FrameworkDebugOptions ,14,1,7,7,45,0,4,0,108,10,11,4,5,0,5,63,29,0,,,,, 
org::eclipse::osgi::internal::module::ResolverConstraint ,11,1,5,8,190,3,4,0,97,20,7,2,0,0,4,37,36,0,,,,, 
org::eclipse::osgi::internal::module::MappedList ,3,1,2,1,21,1,1,0,44,7,7,0,1,0,5,26,13,1,,,,, 
org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerSetter ,1,1,1,0,1,0,1,0,6,2,8,0,0,0,2,3,2,0,,,,, 
org::eclipse::osgi::framework::internal::core::SingleSourcePackage ,5,2,4,3,21,1,1,1,28,7,22,0,0,1,7,14,10,1,,,,, 
org::osgi::framework::FrameworkUtil ,8,1,8,0,1,0,0,0,4,2,7,0,1,0,1,3,2,2,,,,, 
org::eclipse::osgi::framework::internal::core::ManifestLocalization ,12,1,1,12,28,0,4,0,134,8,7,4,5,0,1,63,40,2,,,,, 
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorHook ,19,1,0,19,78,0,8,0,124,13,17,6,3,0,10,85,30,3,,,,, 
org::eclipse::osgi::framework::internal::core::Constants ,8,1,8,0,1,0,63,74,6,2,7,1,0,2,1,2,2,2,,,,, 
org::osgi::service::condpermadmin::BundleLocationCondition ,6,1,0,6,3,0,1,0,59,3,7,1,2,0,1,20,10,1,,,,, 
org::eclipse::osgi::internal::service::security::DefaultAuthorizationEngine ,17,2,3,15,21,0,18,0,77,7,11,14,1,0,5,36,26,0,,,,, 
org::eclipse::osgi::internal::signedcontent::SignedStorageHook ,23,2,3,20,190,0,10,0,209,20,21,7,4,1,16,108,54,1,,,,, 
org::eclipse::osgi::framework::internal::core::FrameworkConsole ,21,1,2,21,120,0,16,0,208,16,15,0,5,2,8,82,40,3,,,,, 
org::eclipse::osgi::framework::internal::protocol::ContentHandlerProxy ,10,1,1,9,21,0,6,0,79,7,11,0,2,0,5,31,22,0,,,,, 
org::eclipse::osgi::internal::resolver::ResolverErrorImpl ,1,1,1,0,15,0,4,19,52,6,11,4,0,0,6,25,15,1,,,,, 
substitutes::y::Ky ,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,, 
org::osgi::framework::AdminPermission ,11,1,1,11,66,0,30,0,246,12,33,19,5,0,5,78,59,4,,,,, 
org::eclipse::osgi::internal::signedcontent::SignerInfoImpl ,7,1,4,3,28,0,3,0,45,8,11,3,0,0,7,16,16,0,,,,, 
org::eclipse::core::launcher::Main ,1,1,0,1,0,0,0,0,3,1,7,0,0,0,1,2,1,0,,,,, 
org::eclipse::osgi::baseadaptor::BaseData ,38,1,25,16,1225,1,20,5,248,50,33,16,3,0,47,114,86,3,,,,, 
osgi::lazystart::b::Activator ,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,,,,, 
org::eclipse::osgi::framework::adaptor::BundleProtectionDomain ,0,1,0,0,0,1,0,0,3,1,11,0,0,0,1,1,1,0,,,,, 
org::eclipse::osgi::framework::adaptor::FilePath ,7,1,4,3,55,0,12,0,141,11,7,12,4,0,7,66,52,0,,,,, 
org::eclipse::osgi::internal::baseadaptor::DevClassPathHelper ,8,1,4,4,6,0,3,0,25,4,7,3,1,0,3,10,5,0,,,,, 
osgi::lazystart::LazyExclude2 ,1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0,,,,, 
org::eclipse::osgi::baseadaptor::BaseAdaptor ,34,1,19,18,528,0,14,1,252,33,32,14,0,0,32,114,60,2,,,,, 
org::eclipse::osgi::internal::resolver::ImportPackageSpecificationImpl ,17,3,3,14,78,0,4,3,128,13,48,4,0,0,10,71,58,1,,,,, 
org::eclipse::osgi::framework::internal::core::FilteredSourcePackage ,4,3,1,3,45,0,4,2,66,10,29,1,5,3,5,36,30,1,,,,, 
org::eclipse::osgi::internal::resolver::NativeCodeSpecificationImpl ,15,3,3,12,21,0,4,0,117,7,45,4,0,0,5,42,49,1,,,,, 
org::osgi::framework::BundleEvent ,27,1,27,0,3,0,13,0,11,3,15,2,0,0,3,3,3,1,,,,, 
org::eclipse::osgi::internal::baseadaptor::BundleUninstall ,4,1,1,4,6,0,2,0,21,4,10,2,0,0,4,10,4,0,,,,, 
org::eclipse::osgi::internal::resolver::NativeCodeDescriptionImpl ,14,2,5,9,190,0,9,0,142,20,25,9,1,0,11,57,40,2,,,,, 
org::eclipse::osgi::internal::baseadaptor::BaseStorage ,67,3,9,66,2016,0,38,0,1041,64,15,29,23,0,27,566,286,3,,,,, 
org::eclipse::osgi::framework::internal::protocol::bundleresource::Handler ,6,2,1,5,1,0,0,3,22,2,30,0,0,0,1,15,8,0,,,,, 
org::osgi::framework::Version ,29,1,26,3,55,1,6,0,130,11,7,5,1,0,10,40,32,1,,,,, 
xfriends::test2::Activator ,2,1,0,2,1,0,0,0,15,2,9,0,0,0,2,10,2,0,,,,, 
org::eclipse::osgi::storagemanager::ManagedOutputStream ,3,1,3,1,55,0,7,1,37,11,27,5,0,0,3,14,11,1,,,,, 
org::eclipse::osgi::baseadaptor::loader::ClasspathEntry ,7,1,6,1,10,0,3,0,24,5,7,3,0,0,5,8,7,0,,,,, 
org::eclipse::osgi::framework::internal::core::Util ,5,1,2,3,10,0,0,0,99,5,7,0,0,0,5,31,29,0,,,,, 
osgi::lazystart::LazyInclude2 ,1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0,,,,, 
chain::test::a::AChain ,1,2,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,,,,, 
org::eclipse::osgi::internal::resolver::ReadOnlyState ,2,1,0,2,703,0,1,0,114,38,44,1,0,0,38,74,38,1,,,,, 
substitutes::y::Iy ,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,, 
client1::multiple::exports::Activator ,2,1,0,2,1,0,0,0,26,2,9,0,0,0,2,18,2,0,,,,, 
org::eclipse::osgi::internal::module::ResolverImport ,5,2,2,3,10,0,1,2,17,5,27,1,0,0,1,10,6,0,,,,, 
org::eclipse::osgi::framework::internal::protocol::NullURLStreamHandlerService ,1,1,1,0,55,0,0,0,30,11,16,0,0,0,11,21,10,0,,,,, 
org::eclipse::osgi::framework::internal::core::FilteredServiceListener ,11,2,0,11,3,0,5,0,54,3,15,5,0,0,2,27,19,1,,,,, 
org::eclipse::core::runtime::adaptor::EclipseLog ,24,1,2,22,406,0,25,1,424,29,13,3,5,3,7,205,91,0,,,,, 
org::eclipse::osgi::internal::baseadaptor::StateManager ,12,1,4,8,190,1,18,0,114,20,22,11,4,7,16,66,36,1,,,,, 
org::eclipse::osgi::baseadaptor::HookRegistry ,28,1,18,10,253,0,16,0,144,23,7,11,4,0,19,77,38,0,,,,, 
org::eclipse::osgi::service::security::TrustEngine ,7,1,6,1,36,1,0,0,16,9,7,0,0,0,7,16,5,0,,,,, 
org::eclipse::osgi::framework::internal::core::BundleLoaderProxy ,25,1,11,17,153,0,5,0,159,18,12,5,0,0,7,73,52,1,,,,, 
org::eclipse::osgi::util::ManifestElement ,26,1,19,7,153,0,4,0,257,18,7,0,4,0,11,128,72,0,,,,, 
org::eclipse::osgi::framework::internal::core::RegisteredPolicy ,6,2,1,5,6,0,0,3,86,4,14,0,0,0,4,36,24,1,,,,, 
org::eclipse::osgi::framework::eventmgr::ListenerQueue ,9,1,4,5,6,0,3,0,47,4,7,2,0,0,4,17,10,1,,,,, 
org::eclipse::core::runtime::internal::adaptor::EclipseStorageHook ,29,2,2,28,741,0,19,0,367,39,22,17,9,0,29,217,102,3,,,,, 
org::osgi::service::url::AbstractURLStreamHandlerService ,2,1,0,2,45,0,1,0,28,10,25,0,0,0,9,19,9,1,,,,, 
org::eclipse::osgi::framework::internal::core::OSGi ,7,1,4,3,28,0,1,0,31,8,7,0,0,0,6,18,8,1,,,,, 
test1::Activator ,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,,,,, 
nativetest::a1::Activator ,4,1,0,4,1,0,0,0,9,2,9,0,0,0,2,8,2,0,,,,, 
org::eclipse::osgi::internal::signedcontent::SignedContentFile ,4,1,1,4,36,0,2,0,56,9,14,2,0,0,8,27,15,0,,,,, 
org::eclipse::equinox::launcher::JNIBridge ,4,1,2,2,105,0,2,0,94,15,7,2,8,0,7,41,19,0,,,,, 
org::eclipse::core::runtime::internal::adaptor::MessageHelper ,9,1,3,6,3,0,0,0,28,3,7,0,1,0,2,26,8,0,,,,, 
substitutes::x::Bx ,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,, 
org::eclipse::osgi::framework::internal::core::ConditionalPermissions ,9,1,2,7,36,0,6,0,148,9,19,6,2,0,4,60,42,0,,,,, 
legacy::lazystart::c::excluded::b::CBExcluded ,1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,,,,, 
org::eclipse::osgi::internal::module::GenericConstraint ,5,2,2,4,15,0,1,2,25,6,27,1,0,0,2,16,12,0,,,,, 
org::eclipse::osgi::framework::internal::core::NullPackageSource ,2,2,1,1,28,0,1,1,31,8,22,0,1,1,7,12,10,1,,,,, 
org::eclipse::osgi::internal::resolver::StateImpl ,38,1,11,32,2016,2,24,0,705,64,44,22,11,1,39,385,211,8,,,,, 
org::eclipse::osgi::internal::service::security::KeyStoreTrustEngine ,11,2,3,9,120,0,5,0,177,16,16,5,8,0,6,101,42,0,,,,, 
org::osgi::service::condpermadmin::BundleSignerCondition ,4,1,0,4,1,0,1,0,13,2,7,1,1,0,1,9,5,1,,,,, 
chain::test::a::Activator ,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,,,,, 
org::eclipse::osgi::framework::internal::core::BundleFragment ,12,2,2,11,136,0,1,16,186,17,91,0,0,0,5,60,49,4,,,,, 
org::eclipse::osgi::framework::internal::core::BundleURLConnection ,5,1,2,3,45,0,3,2,71,10,13,0,0,0,10,23,18,0,,,,, 
org::eclipse::osgi::framework::internal::protocol::StreamHandlerFactory ,19,2,2,18,21,0,8,3,122,7,24,4,1,0,5,52,29,1,,,,, 
org::eclipse::osgi::framework::internal::protocol::MultiplexingContentHandler ,3,1,1,3,1,0,2,0,11,2,8,2,0,0,2,5,3,0,,,,, 
org::eclipse::osgi::framework::internal::core::ParentPolicy ,0,1,0,0,3,0,0,0,12,3,10,0,0,0,3,3,3,1,,,,, 
org::eclipse::osgi::framework::internal::core::Tokenizer ,5,1,3,2,15,0,3,0,95,6,7,0,1,0,5,17,27,0,,,,, 
org::eclipse::osgi::framework::eventmgr::ListElement ,2,1,2,0,0,0,2,0,4,1,7,0,0,2,0,1,1,0,,,,, 
org::eclipse::osgi::framework::eventmgr::EventManager ,7,1,5,3,6,0,4,0,39,4,7,1,0,0,2,10,9,2,,,,, 
legacy::lazystart::a::Activator ,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,,,,, 
org::eclipse::osgi::internal::baseadaptor::AdaptorMsg ,0,2,0,0,0,0,23,3,0,0,12,1,0,22,0,0,0,0,,,,, 
thread::locktest::Activator ,5,1,0,5,3,0,0,0,21,3,17,0,0,0,3,18,4,0,,,,, 
legacy::lazystart::FalseExceptionLegacy1 ,2,1,0,2,0,0,0,0,4,1,8,0,0,0,1,3,1,0,,,,, 
legacy::lazystart::c::excluded::a::CAExcluded ,1,1,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,,,,, 
org::eclipse::osgi::framework::internal::protocol::bundleentry::Handler ,5,2,1,5,1,0,0,3,11,2,30,0,0,0,1,8,3,0,,,,, 
org::eclipse::core::runtime::internal::adaptor::CachedManifest ,10,1,1,10,36,0,2,0,107,9,0,2,0,0,9,78,39,0,,,,, 
org::eclipse::osgi::signedcontent::InvalidContentException ,2,1,2,0,3,0,2,0,10,3,19,2,0,0,3,4,3,0,,,,, 
org::eclipse::osgi::framework::internal::core::FilterImpl ,18,1,4,14,406,0,15,0,1003,29,12,0,1,0,7,249,304,5,,,,, 
org::eclipse::osgi::internal::resolver::ExportPackageDescriptionImpl ,10,2,7,3,91,0,12,0,90,14,22,11,0,0,10,43,35,1,,,,, 
host::multiple::exports::PublicClass1 ,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,, 
org::eclipse::osgi::internal::provisional::service::security::AuthorizationEngine ,7,1,3,4,10,1,3,0,20,5,7,3,1,0,3,16,6,1,,,,, 
org::eclipse::osgi::internal::signedcontent::DigestedInputStream ,7,1,1,6,21,0,5,0,57,7,26,5,1,0,5,21,17,0,,,,, 
org::eclipse::osgi::internal::resolver::StateBuilder ,29,1,1,29,276,0,13,0,516,24,7,9,22,0,0,337,168,2,,,,, 
org::eclipse::core::runtime::internal::stats::ClassStats ,3,1,2,2,190,0,11,0,64,20,7,11,0,0,20,24,20,0,,,,, 
host::multiple::exports::PrivateClass1 ,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,, 
org::eclipse::osgi::internal::resolver::BundleSpecificationImpl ,9,3,4,5,21,0,2,0,25,7,45,2,0,0,5,16,12,1,,,,, 
org::eclipse::osgi::framework::internal::core::ConditionalPermissionAdminImpl ,14,1,2,14,28,0,8,0,116,8,12,4,1,0,6,61,29,0,,,,, 
org::eclipse::osgi::framework::internal::core::ReferenceInputStream ,4,1,3,1,3,0,1,0,9,3,21,0,0,0,3,4,3,0,,,,, 
osgi::lazystart::a::Activator ,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,,,,, 
org::eclipse::osgi::internal::signedcontent::DNChainMatching ,6,1,2,4,28,0,0,0,262,8,7,0,7,0,1,101,66,0,,,,, 
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorMsg ,0,2,0,0,0,0,76,3,0,0,12,1,0,74,0,0,0,0,,,,, 
org::eclipse::osgi::internal::baseadaptor::BaseClassLoadingHook ,8,1,2,6,45,0,2,0,78,10,13,2,2,0,8,37,30,1,,,,, 
org::eclipse::osgi::baseadaptor::bundlefile::NestedDirBundleFile ,4,2,1,3,21,0,2,3,37,7,20,0,0,2,7,23,13,1,,,,, 
org::eclipse::osgi::framework::launcher::Launcher ,10,1,1,9,55,0,7,0,200,11,7,2,2,0,3,80,40,1,,,,, 
org::eclipse::osgi::framework::internal::core::ServiceReferenceImpl ,13,2,5,9,91,0,1,0,116,14,13,0,1,1,9,43,36,1,,,,, 
org::eclipse::osgi::baseadaptor::bundlefile::FileBundleEntry ,3,2,1,2,21,0,2,1,26,7,15,1,0,1,6,12,7,0,,,,, 
fragment::test::attach::host::a::Activator ,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,,,,, 
org::osgi::util::tracker::ServiceTracker ,23,1,14,10,120,0,12,0,285,16,10,7,1,2,14,65,67,1,,,,, 
org::eclipse::osgi::framework::internal::core::BundleRepository ,7,1,3,5,15,0,3,0,111,6,7,3,0,0,6,39,26,1,,,,, 
org::eclipse::osgi::internal::module::ResolverBundle ,22,2,5,21,990,0,21,1,513,45,16,18,8,0,4,322,195,1,,,,, 
substitutes::x::Mx ,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,, 
substitutes::q::BFq ,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,, 
org::eclipse::osgi::internal::baseadaptor::BaseStorageHook ,37,2,9,30,780,0,16,0,332,40,30,9,1,0,34,206,106,4,,,,, 
