classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::pde::internal::ui::editor::feature::HandlerSection ,14,3,1,13,91,0,2,0,121,14,21,2,4,0,10,68,24,0,,,,, 
org::eclipse::pde::internal::core::schema::SchemaElement ,25,4,8,17,300,1,9,9,259,25,49,6,4,0,21,124,95,0,,,,, 
org::eclipse::pde::internal::ui::wizards::templates::NewPluginTemplateChoiceWizard ,3,5,0,3,45,0,2,0,66,10,16,2,3,0,7,32,20,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::LazyStartHeader ,7,5,5,2,3,1,1,4,9,3,64,1,0,0,3,7,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::target::EnvironmentPage ,8,2,1,7,10,0,2,0,28,5,28,1,1,0,1,18,5,0,,,,, 
org::eclipse::pde::internal::core::builders::FeatureRebuilder ,6,1,1,6,15,0,1,0,50,6,8,1,1,0,5,33,14,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::HelloWorldCmdTemplate ,12,5,1,11,55,0,3,13,136,11,80,0,1,0,8,42,16,0,,,,, 
org::eclipse::pde::internal::ui::compare::ManifestStructureMergeViewerCreator ,1,1,0,1,0,0,0,0,5,1,6,0,0,0,1,4,1,0,,,,, 
org::eclipse::pde::internal::ui::OpenPDEPerspectiveAction ,1,1,0,1,1,0,0,0,20,2,0,0,0,0,2,8,3,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::ContainerRenameParticipant ,16,2,0,16,6,0,0,2,79,4,9,0,0,0,2,46,13,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpPage ,12,2,1,11,28,0,2,0,81,8,29,1,0,0,6,39,20,0,,,,, 
org::eclipse::pde::internal::core::FeatureModelDelta ,1,1,1,0,28,0,4,3,37,8,10,4,2,0,5,18,19,0,,,,, 
org::eclipse::pde::internal::core::TracingOptionsManager ,12,1,4,8,55,0,1,0,132,11,6,1,4,0,7,69,35,1,,,,, 
org::eclipse::pde::internal::ui::tests::macro::IndexAction ,3,1,0,3,28,0,1,2,33,8,9,1,0,0,8,24,11,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::BasePackageHeader ,16,5,11,5,21,2,1,6,44,7,71,1,0,0,5,24,12,0,,,,, 
org::eclipse::pde::internal::ui::launcher::WorkspaceDataBlock ,5,2,2,3,45,0,4,4,109,10,18,4,0,0,6,29,15,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::SplashPage ,6,2,1,5,6,0,1,0,24,4,28,0,1,0,1,14,4,0,,,,, 
org::eclipse::pde::ui::launcher::JUnitLaunchConfigurationDelegate ,21,1,0,21,276,0,3,0,270,24,0,2,4,0,8,165,71,1,,,,, 
org::eclipse::pde::internal::core::build::BuildObject ,12,1,11,1,21,2,2,0,23,7,8,2,0,0,4,10,8,0,,,,, 
org::eclipse::pde::internal::core::text::build::BuildModel ,8,5,7,2,15,0,2,5,27,6,85,2,0,0,5,12,8,0,,,,, 
org::eclipse::pde::internal::core::text::plugin::PluginModelBase ,12,6,6,7,105,2,5,5,64,15,108,5,0,0,12,28,22,0,,,,, 
org::eclipse::pde::internal::ui::editor::outline::QuickOutlinePopupDialog ,14,1,6,8,595,0,11,0,374,35,0,11,13,0,19,110,62,0,,,,, 
org::eclipse::pde::internal::core::search::PluginSearchOperation ,12,1,0,12,36,0,3,0,88,9,6,2,7,0,2,66,30,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionElementBodyTextDetails ,19,4,1,18,630,0,7,0,279,36,17,7,21,0,15,140,56,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpAbstractDetails ,8,3,4,4,190,4,4,0,78,20,14,4,0,0,14,50,17,0,,,,, 
org::eclipse::pde::internal::ui::editor::context::InputContextManager ,26,1,20,6,406,11,5,0,230,29,6,5,6,0,21,129,68,0,,,,, 
org::eclipse::pde::internal::core::bundle::WorkspaceBundleModel ,13,5,4,9,91,0,6,1,96,14,75,6,0,0,13,41,25,0,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::CreateFeaturePatchOperation ,11,2,2,9,1,0,1,3,19,2,7,1,0,0,1,16,4,0,,,,, 
org::eclipse::pde::internal::ui::launcher::ConfigurationTemplateBlock ,5,2,1,4,66,0,2,4,140,12,18,2,0,0,6,49,24,1,,,,, 
org::eclipse::pde::ui::templates::AbstractChoiceOption ,4,3,2,2,55,2,2,0,36,11,23,1,0,0,3,22,10,0,,,,, 
org::eclipse::pde::internal::ui::wizards::target::BaseTargetDefinitionOperation ,9,1,1,8,6,2,1,0,41,4,0,1,0,0,1,20,8,2,,,,, 
org::eclipse::pde::internal::ui::wizards::templates::ControlStack ,6,1,3,3,6,0,2,0,43,4,6,2,0,0,4,23,12,0,,,,, 
org::eclipse::pde::internal::ui::correction::RemoveImportExportServicesResolution ,3,3,1,2,6,0,1,5,16,4,14,0,0,1,3,9,5,0,,,,, 
org::eclipse::pde::internal::core::XMLPrintHandler ,19,1,9,10,55,0,11,0,149,11,6,0,0,0,11,84,29,0,,,,, 
org::eclipse::pde::internal::core::feature::FeaturePlugin ,16,5,5,11,105,0,4,27,113,15,143,4,0,0,13,61,36,0,,,,, 
org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiTemplate ,3,5,1,2,28,0,3,13,30,8,80,0,0,0,7,14,8,0,,,,, 
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpObject ,17,4,13,4,190,5,1,30,82,20,233,1,0,0,18,42,27,0,,,,, 
org::eclipse::pde::internal::core::product::WindowImages ,5,3,1,4,10,0,6,6,91,5,32,6,0,0,5,38,35,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::RefactoringInfo ,5,1,5,0,36,2,3,0,18,9,6,2,0,0,9,9,6,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::SimpleCSFileWizardPage ,6,3,2,4,21,0,3,3,45,7,9,2,0,0,4,18,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::actions::TocAddObjectAction ,6,1,4,2,6,3,2,0,26,4,0,0,0,2,3,10,6,0,,,,, 
org::eclipse::pde::internal::ui::launcher::LaunchListener ,9,1,4,6,78,0,4,0,138,13,6,1,5,0,7,60,38,0,,,,, 
org::eclipse::pde::internal::ui::wizards::NewWizard ,9,1,9,0,15,9,3,0,21,6,2,3,0,0,6,8,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::PluginUndoManager ,18,2,1,17,28,0,0,0,174,8,29,0,4,0,2,72,60,0,,,,, 
org::eclipse::pde::internal::ui::editor::LinkSection ,4,3,1,4,190,0,8,0,142,20,21,8,10,0,8,67,41,0,,,,, 
org::eclipse::pde::internal::core::bundle::BundlePluginBase ,48,5,23,26,1176,2,5,8,484,49,40,4,2,0,40,237,136,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::PDEManifestElement ,24,2,17,7,351,3,5,0,201,27,24,1,7,0,17,105,70,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::NewElementAction ,6,1,1,5,10,0,1,0,25,5,0,1,1,0,4,16,6,0,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardFirstPage ,9,1,2,7,171,0,17,0,281,19,0,16,9,1,10,104,41,3,,,,, 
org::eclipse::pde::internal::core::text::bundle::BundleTextChangeListener ,27,4,18,9,6,0,0,4,60,4,16,0,0,0,3,39,20,0,,,,, 
org::eclipse::pde::internal::core::bundle::BundlePlugin ,9,6,3,6,10,0,1,26,27,5,155,1,1,0,4,20,8,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::RequiresSection ,48,5,2,47,1225,0,13,2,681,50,74,13,28,0,14,345,153,0,,,,, 
org::eclipse::pde::internal::core::site::ExternalSiteModel ,1,5,1,0,10,0,1,2,10,5,75,1,0,0,4,5,4,0,,,,, 
org::eclipse::pde::internal::core::schema::RepeatableSchemaObject ,5,3,3,2,21,2,5,3,25,7,24,3,0,0,7,13,7,0,,,,, 
org::eclipse::pde::internal::core::plugin::PluginParent ,5,4,2,3,55,2,2,7,65,11,78,1,0,0,8,45,21,0,,,,, 
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentAction ,3,1,2,1,1,0,2,0,9,2,0,2,0,0,2,5,2,0,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::OpenPluginReferencesAction ,4,1,2,2,1,0,1,0,11,2,0,1,0,0,2,6,2,0,,,,, 
org::eclipse::pde::internal::core::search::PluginSearchScope ,8,1,6,2,10,1,9,0,30,5,6,3,0,0,2,21,12,0,,,,, 
org::eclipse::ui::internal::views::log::TailInputStream ,3,1,1,2,6,0,2,0,23,4,15,2,1,0,3,13,8,0,,,,, 
org::eclipse::pde::ui::templates::BlankField ,2,3,1,1,3,0,5,0,14,3,23,5,1,0,2,8,3,0,,,,, 
org::eclipse::pde::ui::launcher::OSGiSettingsTab ,4,2,1,3,55,1,4,0,53,11,6,4,0,0,11,26,13,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::SimpleCSCreationOperation ,10,2,0,10,3,0,0,1,34,3,4,0,0,0,1,23,3,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::FindReferenceOperation ,7,1,2,5,15,0,3,0,76,6,6,3,3,0,3,44,21,0,,,,, 
org::eclipse::pde::internal::core::target::TargetModelFactory ,10,1,1,9,45,0,1,0,30,10,15,1,0,0,10,19,10,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::JavaAttributeValue ,6,2,5,1,6,0,2,0,14,4,10,2,0,0,4,5,4,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::EditorCommandTarget ,2,2,1,1,3,0,0,0,11,3,11,0,0,0,3,6,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ManifestEditorMatchingStrategy ,1,1,0,1,0,0,0,0,52,1,6,0,0,0,1,25,17,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::rows::BooleanAttributeRow ,4,3,0,4,6,0,0,7,18,4,33,0,0,0,2,11,9,0,,,,, 
org::eclipse::pde::internal::core::schema::SchemaSimpleType ,9,2,1,8,10,0,3,0,32,5,26,2,0,0,5,17,10,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::HelpNewWizard ,2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0,,,,, 
org::eclipse::pde::core::plugin::TargetPlatform ,50,1,46,5,78,0,5,0,66,13,6,5,1,0,12,40,23,1,,,,, 
org::eclipse::pde::internal::ui::editor::feature::PluginPortabilitySection ,1,4,1,0,0,0,0,0,3,1,36,0,0,0,1,1,1,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::IndexWizard ,3,1,1,2,3,0,2,0,15,3,0,2,0,0,3,9,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsAction ,5,1,1,4,6,0,1,0,29,4,0,1,1,0,3,19,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::ProductLauncherFormPageHelper ,9,1,2,7,15,0,1,0,31,6,9,0,0,1,6,21,8,0,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewPageContentProvider ,9,2,1,8,28,2,2,0,78,8,10,2,2,0,6,33,20,0,,,,, 
org::eclipse::pde::internal::core::builders::PluginBaseErrorReporter ,12,4,2,10,45,2,0,5,130,10,80,0,1,0,2,91,44,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::PDESourceInfoProvider ,4,1,1,3,6,0,1,0,39,4,6,1,0,0,4,11,10,0,,,,, 
org::eclipse::pde::internal::core::schema::ChoiceRestriction ,12,3,3,9,45,0,4,5,79,10,32,3,0,0,10,46,25,0,,,,, 
org::eclipse::pde::ui::launcher::EquinoxPluginsTab ,1,3,0,1,0,0,0,1,3,1,17,0,0,0,1,2,1,0,,,,, 
org::eclipse::pde::internal::core::site::Site ,16,3,3,13,325,0,9,10,204,26,69,8,2,0,21,136,56,1,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::FeatureImportWizardPage ,19,1,2,18,276,0,13,0,320,24,0,13,13,0,11,150,67,2,,,,, 
org::eclipse::pde::internal::ui::parts::ConditionalListSelectionDialog ,4,1,3,1,6,0,3,0,36,4,0,3,0,0,3,9,5,0,,,,, 
org::eclipse::pde::internal::core::util::CoreUtility ,43,1,30,13,45,0,0,0,196,10,6,0,0,0,10,70,42,2,,,,, 
org::eclipse::pde::internal::ui::wizards::plugin::LibraryPluginFieldData ,4,3,4,0,55,0,5,0,30,11,70,5,0,0,11,11,10,0,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::AbstractCreateFeatureOperation ,20,1,0,20,28,2,4,0,132,8,0,1,1,0,1,83,23,0,,,,, 
org::eclipse::pde::internal::ui::commands::CommandTreeContentProvider ,3,1,1,2,45,0,7,0,89,10,6,5,1,0,9,32,23,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::XMLTagRule ,1,1,1,0,1,0,0,0,22,2,0,0,0,0,1,6,6,0,,,,, 
org::eclipse::pde::internal::ui::search::dependencies::ShowResultsAction ,3,1,1,2,3,0,3,0,41,3,0,2,1,1,2,16,5,0,,,,, 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSRunObject ,2,6,0,2,36,2,1,110,27,9,415,1,0,0,9,17,9,0,,,,, 
org::eclipse::pde::internal::core::util::SAXParserWrapper ,11,1,8,3,6,0,2,0,17,4,6,0,0,0,3,11,5,0,,,,, 
org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferenceNode ,3,1,1,2,66,2,1,0,34,12,6,0,0,0,11,17,12,1,,,,, 
org::eclipse::pde::internal::ui::util::StringMatcher ,5,1,1,4,36,0,9,0,257,9,6,0,2,0,3,65,81,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::MacroUtil ,24,1,11,14,666,0,1,0,644,37,6,1,23,0,13,305,168,0,,,,, 
org::eclipse::pde::internal::core::plugin::WorkspacePluginModel ,11,8,8,3,3,1,1,4,11,3,172,1,0,0,3,7,3,0,,,,, 
org::eclipse::pde::internal::ui::search::ShowDescriptionAction ,18,1,7,11,66,0,5,0,153,12,0,5,8,0,4,65,28,0,,,,, 
org::eclipse::pde::internal::ui::util::ChoicePropertyDescriptor ,0,1,0,0,1,0,1,0,10,2,0,1,0,0,2,4,3,0,,,,, 
org::eclipse::pde::ui::templates::BooleanOption ,9,3,6,3,15,0,1,0,34,6,23,1,0,0,6,19,11,0,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::NewFeatureProjectWizard ,8,3,2,6,21,0,2,6,33,7,15,2,1,0,4,25,9,0,,,,, 
org::eclipse::pde::internal::core::builders::JarManifestErrorReporter ,7,2,1,6,153,1,3,3,245,18,13,0,1,0,1,119,69,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSRemoveTaskObjectAction ,3,1,1,2,10,0,2,0,39,5,0,2,1,0,4,12,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSSourcePage ,16,4,1,15,105,0,0,0,103,15,70,0,0,0,9,52,27,0,,,,, 
org::eclipse::pde::internal::core::builders::UpdateSiteErrorReporter ,9,3,1,8,21,0,1,5,124,7,65,1,5,0,2,82,45,0,,,,, 
org::eclipse::pde::internal::core::WorkspaceModelManager ,34,2,27,7,210,2,2,0,181,21,11,1,2,0,6,95,61,0,,,,, 
org::eclipse::pde::internal::runtime::registry::ExtensionPointAdapter ,4,3,2,2,1,0,0,1,14,2,5,0,0,0,1,5,3,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::BaseManifestOperation ,8,1,2,6,10,2,2,0,43,5,6,1,0,0,1,22,10,0,,,,, 
org::eclipse::pde::internal::ui::preferences::XMLSyntaxColorTab ,4,2,1,3,6,0,1,1,30,4,14,1,0,0,1,12,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::ElementSection ,38,5,4,35,666,0,7,2,627,37,70,7,19,0,10,291,158,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::ElementSectionDragAdapter ,5,1,2,3,45,0,2,0,80,10,0,2,5,0,5,42,24,0,,,,, 
org::eclipse::pde::ui::launcher::BundlesTab ,4,2,1,3,55,1,3,0,49,11,6,2,0,1,11,26,11,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::ProductFromConfigOperation ,12,2,1,11,1,0,1,0,50,2,6,1,0,0,1,32,9,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::CreateHeaderChangeOperation ,17,1,2,15,15,0,5,0,85,6,6,5,2,0,3,41,21,0,,,,, 
org::eclipse::pde::internal::ui::build::PluginExportJob ,2,2,1,1,1,0,0,1,6,2,5,0,0,0,1,3,2,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaFormOutlinePage ,13,3,3,11,45,0,1,4,99,10,21,1,2,0,4,39,33,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::SiteLabelProvider ,10,1,2,8,6,0,5,0,52,4,0,5,0,0,4,28,19,0,,,,, 
org::eclipse::pde::internal::ui::launcher::TracingPropertySource ,9,1,1,9,28,0,9,0,92,8,6,9,2,0,6,54,21,1,,,,, 
org::eclipse::pde::internal::ui::refactoring::RenamePluginWizardPage ,4,2,1,3,10,0,2,1,28,5,7,2,1,0,1,13,6,0,,,,, 
org::eclipse::pde::internal::ui::wizards::WizardNode ,6,1,5,1,21,1,3,0,38,7,6,2,0,0,6,12,9,0,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::FeatureSpecPage ,4,2,1,3,36,0,2,7,69,9,20,2,0,0,2,27,13,1,,,,, 
org::eclipse::pde::internal::runtime::registry::ExtensionAdapter ,5,3,3,2,1,0,0,1,14,2,5,0,0,0,1,5,3,0,,,,, 
org::eclipse::pde::internal::ui::wizards::PDEWizardNewFileCreationPage ,4,1,2,2,6,5,0,0,25,4,0,0,0,0,1,11,6,0,,,,, 
org::eclipse::pde::ui::templates::TemplateOption ,17,2,14,3,55,5,4,0,50,11,12,4,0,0,11,19,17,0,,,,, 
org::eclipse::pde::internal::ui::util::LineBreakingReader ,4,1,1,3,10,0,7,0,77,5,6,7,2,0,3,23,18,1,,,,, 
org::eclipse::pde::internal::ui::util::XMLRootElementMatcher ,2,1,0,2,1,0,0,0,27,2,6,0,1,0,1,9,2,1,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::DependencyManagementSection ,36,5,2,35,780,0,18,2,624,40,74,18,21,0,9,266,126,0,,,,, 
org::eclipse::pde::internal::ui::templates::rcp::ViewRCPTemplate ,13,5,1,12,105,0,2,13,126,15,80,0,5,0,9,80,21,0,,,,, 
org::eclipse::pde::internal::core::text::XMLEditingModel ,8,5,1,7,45,4,1,5,77,10,66,1,1,0,7,39,11,0,,,,, 
org::eclipse::pde::internal::core::SearchablePluginsManager ,30,1,9,24,231,0,6,0,293,22,8,5,6,0,16,184,77,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::ArchiveSection ,12,3,1,11,105,0,6,0,179,15,21,6,7,0,8,72,22,0,,,,, 
org::eclipse::pde::internal::core::AbstractNLModel ,9,4,7,2,15,4,2,1,31,6,44,1,0,0,5,14,12,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesSection ,32,5,1,31,378,0,5,2,337,28,73,5,9,0,11,182,73,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::RenameProjectChange ,2,1,1,1,45,0,5,0,52,10,0,5,1,0,9,27,15,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::PDESelectAnnotationRulerAction ,1,1,1,0,10,0,5,0,68,5,0,5,1,0,4,19,17,0,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::FeatureImportWizard ,5,1,0,5,15,0,2,0,49,6,0,2,2,0,4,26,8,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::UniversalWelcomeTemplate ,13,5,0,13,105,0,6,13,91,15,80,6,2,0,10,52,20,0,,,,, 
org::eclipse::pde::internal::ui::editor::PDEProjectionSourcePage ,17,2,7,10,91,2,4,0,107,14,56,4,3,0,7,54,28,1,,,,, 
org::eclipse::pde::internal::core::exports::BuildUtilities ,1,1,0,1,0,0,0,0,10,1,6,0,0,0,1,7,3,0,,,,, 
org::eclipse::pde::internal::ui::correction::RemoveRequireBundleResolution ,2,3,1,1,6,0,1,5,16,4,14,1,0,0,3,9,5,0,,,,, 
org::eclipse::pde::internal::ui::commands::TagManager ,4,1,1,3,21,0,2,0,50,7,6,2,2,0,5,29,15,0,,,,, 
org::eclipse::pde::internal::ui::search::dependencies::PackageFinder ,5,1,1,4,21,0,0,0,214,7,6,0,1,0,2,117,64,0,,,,, 
org::eclipse::pde::internal::core::schema::SchemaRegistry ,24,1,14,12,36,0,1,0,95,9,6,1,4,0,5,52,27,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::NewArchiveDialog ,6,1,0,6,66,0,6,0,114,12,0,6,8,0,1,48,28,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::BundleNameHeader ,4,5,3,1,3,0,1,4,9,3,64,1,0,0,3,5,3,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::FeatureOptionsTab ,5,3,1,4,36,0,4,3,58,9,32,4,0,0,1,30,14,1,,,,, 
org::eclipse::pde::internal::core::exports::SiteBuildOperation ,9,3,1,8,3,0,1,8,29,3,36,1,0,0,1,17,8,2,,,,, 
org::eclipse::pde::internal::core::converter::PluginConverter ,23,1,3,20,465,0,33,0,452,31,6,14,23,1,7,291,118,1,,,,, 
org::eclipse::pde::internal::ui::nls::ExternalizeStringsProcessor ,4,1,1,3,45,0,1,0,38,10,0,0,0,1,10,18,10,0,,,,, 
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpContext ,9,5,4,6,66,0,1,30,51,12,253,1,0,0,12,27,17,0,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::OpenProjectWizardAction ,4,1,0,4,1,0,0,0,21,2,0,0,0,0,2,13,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpContentProvider ,4,2,2,2,10,0,0,0,22,5,9,0,0,0,5,11,7,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::BaseProductCreationOperation ,27,1,3,24,36,2,1,0,143,9,0,1,3,0,1,75,35,1,,,,, 
org::eclipse::pde::internal::ui::editor::site::FeaturesPage ,8,2,2,6,10,0,3,0,38,5,28,2,2,0,1,15,5,0,,,,, 
org::eclipse::pde::internal::ui::preferences::TargetEnvironmentPreferenceNode ,0,2,0,0,1,0,0,1,3,2,18,0,0,0,1,2,1,1,,,,, 
org::eclipse::pde::internal::core::feature::FeatureInfo ,6,3,2,4,66,0,4,8,73,12,57,4,1,0,10,39,27,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::ProductDefinitionOperation ,30,2,1,29,528,1,7,1,412,33,11,6,29,0,2,233,96,1,,,,, 
org::eclipse::pde::internal::ui::launcher::OSGiValidationOperation ,3,2,2,1,1,0,0,1,6,2,14,0,0,0,1,3,2,0,,,,, 
org::eclipse::pde::internal::core::util::HeaderMap ,4,1,3,1,0,0,1,0,3,1,0,1,0,0,1,2,1,0,,,,, 
org::eclipse::pde::internal::core::text::DocumentXMLNode ,0,1,0,0,3,3,0,3,6,3,7,0,0,0,3,4,2,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::PDERefactoringAction ,9,1,7,2,15,2,1,0,21,6,0,1,1,0,5,14,4,0,,,,, 
org::eclipse::ui::internal::views::log::SharedImages ,4,1,3,1,3,0,29,0,8,3,6,4,1,0,2,7,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::XMLDoubleClickStrategy ,2,1,1,1,6,0,1,0,50,4,6,0,1,0,2,14,10,0,,,,, 
org::eclipse::pde::internal::runtime::PDERuntimePlugin ,15,1,12,3,105,0,6,0,77,15,0,4,2,0,13,43,24,0,,,,, 
org::eclipse::pde::internal::core::builders::PDEMarkerFactory ,2,1,2,0,1,0,42,0,6,2,7,0,0,0,2,3,1,1,,,,, 
org::eclipse::pde::internal::ui::correction::AddBuildEntryResolution ,3,3,1,2,3,0,0,7,15,3,14,0,0,0,2,8,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::details::TocLinkDetails ,9,4,2,7,120,0,2,0,96,16,39,2,4,0,7,47,20,0,,,,, 
org::eclipse::pde::internal::core::plugin::AbstractPluginModelBase ,17,6,9,8,325,2,5,2,106,26,89,3,0,0,25,66,29,0,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardExpressPage ,18,2,1,17,66,0,3,6,188,12,14,3,8,0,2,86,34,0,,,,, 
org::eclipse::pde::internal::ui::editor::build::BuildInputContextManager ,2,2,1,1,3,0,0,0,10,3,29,0,1,0,2,6,4,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::ViewCommandTarget ,2,2,1,1,3,0,0,0,11,3,11,0,0,0,3,6,3,0,,,,, 
org::eclipse::pde::internal::ui::correction::AbstractManifestMarkerResolution ,1,2,0,1,1,23,0,5,9,2,12,0,0,0,1,4,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::target::TargetInputContext ,9,3,1,8,15,0,1,1,49,6,41,0,0,0,2,26,11,0,,,,, 
org::eclipse::pde::internal::ui::nls::ModelChangeTable ,6,1,4,2,21,0,3,0,32,7,6,3,0,0,7,20,10,0,,,,, 
org::eclipse::pde::internal::ui::samples::SelectionPage ,7,1,2,7,6,0,3,0,53,4,0,3,2,0,2,22,7,0,,,,, 
org::eclipse::pde::internal::ui::wizards::extension::NewSchemaFileMainPage ,10,2,1,9,36,0,2,12,118,9,14,2,0,0,3,40,32,0,,,,, 
org::eclipse::pde::internal::core::util::CheatSheetUtil ,8,1,1,7,1,0,0,0,87,2,6,0,1,0,1,36,11,1,,,,, 
org::eclipse::pde::internal::ui::editor::toc::details::TocTopicDetails ,7,4,1,6,153,0,3,0,120,18,39,3,7,0,7,61,23,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::MoveFromChange ,4,1,2,2,10,0,1,0,24,5,0,0,0,1,5,11,6,0,,,,, 
org::eclipse::pde::internal::ui::wizards::FeatureSelectionDialog ,4,1,2,2,3,0,0,0,16,3,0,0,0,0,2,12,3,0,,,,, 
org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferencePage ,26,1,5,25,561,0,22,0,523,34,0,18,19,0,10,257,85,2,,,,, 
org::eclipse::pde::internal::ui::refactoring::PDERenameParticipant ,7,1,2,5,45,4,2,0,65,10,0,0,1,0,3,54,23,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::ExportPackageHeader ,16,6,12,4,15,0,1,6,23,6,78,1,0,0,5,15,8,0,,,,, 
org::eclipse::pde::internal::core::ant::ConvertSchemaToHTML ,21,1,0,21,28,0,4,0,136,8,0,4,3,0,5,92,34,0,,,,, 
org::eclipse::pde::internal::ui::compare::ManifestContentMergeViewerCreator ,1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0,,,,, 
org::eclipse::pde::internal::ui::launcher::BundleLauncherHelper ,14,1,6,8,21,0,1,0,114,7,6,0,0,0,7,78,38,1,,,,, 
org::eclipse::pde::internal::ui::wizards::templates::TemplateSelectionPage ,12,1,1,11,55,0,4,0,111,11,0,4,4,0,7,60,22,0,,,,, 
org::eclipse::pde::internal::ui::wizards::toc::TocOperation ,5,1,1,4,10,0,2,0,53,5,0,2,2,0,1,22,9,0,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::PluginImportOperation ,37,2,2,35,703,0,11,0,876,38,23,8,32,0,3,599,239,4,,,,, 
