classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteComment ,2,1,0,2,231,0,11,0,125,22,18,11,0,0,22,58,67,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::bugzilla::BugzillaQuoteBlock ,9,3,1,8,6,0,2,4,31,4,43,2,0,0,3,19,10,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::CategorizedPresentation ,1,2,0,1,1,0,1,0,6,2,19,0,0,0,1,3,2,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::AbstractNamedRemoteEntity ,14,2,12,2,28,8,4,0,49,8,35,4,0,0,8,17,18,0,,,,, 
org::eclipse::mylyn::internal::context::ui::AbstractContextLabelProvider ,0,1,0,0,28,5,0,0,15,8,9,0,0,0,4,8,4,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteConfiguration ,1,1,0,1,325,0,13,0,125,26,18,13,0,0,26,49,49,0,,,,, 
org::eclipse::mylyn::internal::trac::core::client::Messages ,0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::token::LineBreakReplacementTokenProcessor ,3,3,1,2,1,0,0,7,3,2,39,0,0,0,2,4,1,0,,,,, 
org::eclipse::mylyn::wikitext::twiki::core::TWikiLanguage ,28,3,9,21,153,0,5,6,103,18,57,5,1,0,10,56,23,0,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracWikiPageInfo ,14,1,14,0,66,0,5,0,35,12,9,5,0,0,12,12,12,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractTaskEditorFactory ,0,1,0,0,15,1,0,0,6,6,9,0,0,0,6,6,2,0,,,,, 
org::eclipse::mylyn::internal::resources::ui::ResourceUiBridge ,9,2,0,9,36,0,0,0,77,9,16,0,2,0,7,42,24,0,,,,, 
org::eclipse::mylyn::zest::core::messages::ZestErrorMessages ,1,1,0,1,0,0,5,0,8,1,9,2,0,0,1,2,1,0,,,,, 
org::eclipse::mylyn::context::ui::AbstractContextUiBridge ,11,1,11,0,21,9,0,0,0,7,9,0,0,0,7,7,0,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSortAction ,1,1,1,1,3,0,2,0,11,3,0,2,0,0,3,4,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::ToggleWorkingSetAction ,2,1,1,1,3,0,1,0,50,3,0,1,0,0,3,27,12,0,,,,, 
org::eclipse::mylyn::zest::core::viewers::GraphViewer ,11,3,5,6,231,0,4,0,131,22,44,2,0,1,17,63,34,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::TaskRepositoryManager ,74,1,62,12,300,0,11,0,274,25,17,6,2,0,21,147,51,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssWhitespaceDetector ,2,1,2,0,1,0,0,0,3,2,9,0,0,0,2,2,4,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::highlighters::TaskHighlighterMenuContributor ,4,1,0,4,0,0,1,0,33,1,10,1,0,0,1,17,4,0,,,,, 
org::eclipse::mylyn::internal::ide::ui::MarkerViewerInterestSorter ,4,1,1,3,1,0,1,0,23,2,0,0,0,0,2,13,8,0,,,,, 
org::eclipse::mylyn::internal::context::ui::ContentOutlineManager ,1,1,0,1,10,0,0,0,25,5,9,0,0,0,5,7,7,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaTaskHandler ,0,1,0,0,1,0,0,0,40,2,9,0,0,0,2,5,21,0,,,,, 
org::eclipse::mylyn::internal::monitor::usage::FileDisplayDialog ,0,1,0,0,3,0,1,0,8,3,0,1,1,0,2,5,2,0,,,,, 
org::eclipse::mylyn::internal::provisional::tasks::core::RepositoryClientManager ,6,1,0,6,91,0,4,0,102,14,13,4,1,0,11,54,22,0,,,,, 
org::eclipse::mylyn::internal::provisional::commons::ui::AbstractFilteredTree ,8,1,3,5,105,1,7,0,144,15,0,6,1,0,5,41,16,3,,,,, 
org::eclipse::mylyn::zest::core::widgets::internal::ExpandGraphLabel ,7,1,1,6,10,0,8,1,58,5,65,6,0,0,4,31,8,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::AbstractTaskListPresentation ,4,1,4,0,45,4,5,0,32,10,9,5,0,0,9,13,10,0,,,,, 
org::eclipse::mylyn::internal::provisional::commons::core::CommonMessages ,0,1,0,0,0,0,8,0,3,1,0,1,0,7,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::jira::core::AttributeValueConverter ,4,1,0,4,10,0,2,0,16,5,9,2,0,0,5,12,5,0,,,,, 
org::eclipse::mylyn::internal::provisional::commons::ui::CommonsUiUtil ,5,1,1,4,6,0,0,0,98,4,9,0,0,0,4,34,10,0,,,,, 
org::eclipse::mylyn::internal::trac::ui::TracConnectorUi ,14,2,0,14,66,0,0,0,63,12,31,0,0,0,12,44,18,0,,,,, 
org::eclipse::mylyn::internal::monitor::usage::MonitorFileRolloverJob ,20,1,3,17,66,0,9,0,207,12,0,8,2,0,10,93,37,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchQuery ,2,1,0,2,1,0,2,0,43,2,0,2,0,0,2,13,2,0,,,,, 
org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnectorUi ,5,2,2,3,21,0,1,0,26,7,31,1,0,0,7,17,7,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::outline::QuickOutlinePopupDialog ,4,1,3,1,210,0,3,0,132,21,0,3,1,0,18,48,31,3,,,,, 
org::eclipse::mylyn::internal::trac::ui::editor::TracRenderingEngine ,11,2,2,9,1,0,0,0,39,2,10,0,0,0,2,18,3,0,,,,, 
org::eclipse::mylyn::internal::commons::net::PollingProtocolSocketFactory ,3,1,1,3,1,0,2,0,15,2,9,2,0,0,2,9,3,0,,,,, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::TableBlock ,8,3,1,7,6,0,4,4,65,4,43,2,0,0,4,32,16,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskRelationHyperlinkDetector ,6,2,2,4,10,0,1,0,64,5,4,1,3,0,1,27,15,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::BooleanAttributeEditor ,3,2,1,2,15,0,2,0,35,6,32,2,0,0,6,21,7,0,,,,, 
org::eclipse::mylyn::internal::web::ui::WebResourceContentProvider ,4,1,1,3,45,0,3,0,54,10,0,3,0,0,10,24,15,0,,,,, 
org::xplanner::soap::XPlanner::XPlannerProxy ,1,2,0,1,861,0,2,0,255,42,55,2,1,0,41,123,83,0,,,,, 
org::eclipse::mylyn::internal::team::ui::actions::AddToTaskContextAction ,6,1,1,5,6,0,1,0,55,4,0,1,1,0,3,27,15,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::StatusFilter ,5,1,5,0,3,0,2,0,12,3,18,2,0,0,2,4,3,0,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::InterestDecrementAction ,0,2,0,0,0,0,0,4,3,1,17,0,0,0,0,1,1,2,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::AbstractReplyToCommentAction ,6,1,1,5,6,1,2,0,22,4,0,2,0,0,3,19,4,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::Group ,0,1,0,0,10,0,3,0,12,5,18,3,0,0,5,5,4,0,,,,, 
org::eclipse::mylyn::internal::web::tasks::NamedPattern ,7,1,2,5,21,0,2,0,30,7,9,2,1,0,6,26,9,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::actions::OpenRelatedElementsPopupDialogAction ,1,1,0,1,10,0,1,0,19,5,9,1,0,0,5,8,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::CopyAttachmentToClipboardJob ,7,1,1,6,3,0,1,0,29,3,0,1,1,0,1,14,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::commands::NewLocalTaskHandler ,2,1,0,2,0,0,0,0,21,1,0,0,0,0,1,11,4,0,,,,, 
org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::SimpleWrappedPhraseModifier ,3,2,1,3,15,1,5,0,22,6,22,4,0,0,1,10,6,0,,,,, 
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPart ,28,1,22,7,171,15,6,0,88,19,0,5,0,0,12,41,24,1,,,,, 
org::eclipse::mylyn::internal::jira::core::service::Messages ,0,1,0,0,0,0,3,0,3,1,9,1,0,2,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorScheduleAction ,5,1,1,4,6,0,3,0,20,4,0,3,0,0,4,11,6,0,,,,, 
org::eclipse::mylyn::internal::team::ccvs::CvsContextChangeSet ,12,1,1,11,171,0,4,0,154,19,14,3,2,0,17,78,41,0,,,,, 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::DitaTopicDocumentBuilder ,16,3,2,14,780,0,9,4,452,40,36,9,11,0,28,203,123,1,,,,, 
org::eclipse::mylyn::internal::context::ui::ColorMap ,1,1,1,0,6,0,21,0,56,4,9,1,0,0,4,5,12,0,,,,, 
org::eclipse::mylyn::internal::monitor::usage::wizards::GetNewUserIdPage ,15,1,9,6,136,0,19,0,419,17,0,19,8,0,9,75,42,0,,,,, 
org::eclipse::mylyn::internal::trac::core::client::TracRemoteException ,0,2,0,0,0,1,1,0,3,1,26,1,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskAttachmentInDefaultEditorHandler ,3,1,0,3,1,0,0,0,36,2,0,0,1,0,1,16,7,0,,,,, 
org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerTimeTrackingEditorPart ,6,2,1,5,153,0,10,1,179,18,21,10,8,0,9,69,27,1,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::actions::FindReferencesInContextAction ,1,1,0,1,6,0,0,0,38,4,0,0,0,0,4,16,12,0,,,,, 
org::eclipse::mylyn::wikitext::core::util::anttask::Messages ,5,1,4,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0,,,,, 
org::eclipse::mylyn::internal::resources::ui::ResourceContextLabelProvider ,2,2,0,2,6,0,0,0,18,4,17,0,0,0,0,8,6,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::PatternBasedElement ,3,1,2,1,6,49,0,0,7,4,18,0,0,0,1,6,1,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::actions::ToggleFoldingRulerAction ,2,1,0,2,6,0,3,0,20,4,0,3,1,0,2,12,5,1,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPlanningEditorPart ,9,2,0,9,3,0,2,1,120,3,19,2,1,0,2,66,13,0,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::Messages ,0,1,0,0,0,0,24,0,3,1,0,1,0,23,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::RestoreTaskListAction ,4,1,1,3,10,0,0,0,27,5,0,0,0,0,5,15,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNotesPart ,8,2,0,8,10,0,3,1,83,5,19,3,1,0,4,39,18,2,,,,, 
org::eclipse::mylyn::internal::jira::core::InvalidJiraQueryException ,1,1,1,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::java::ui::search::JavaActiveSearchResultUpdater ,2,1,1,1,66,0,2,0,114,12,9,2,6,0,6,56,31,0,,,,, 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::DefaultSplittingStrategy ,2,2,1,1,36,0,8,0,51,9,12,8,0,0,8,15,18,0,,,,, 
org::eclipse::mylyn::internal::context::core::AggregateInteractionEvent ,6,2,6,0,3,0,2,1,12,3,28,2,0,0,3,3,3,0,,,,, 
org::eclipse::mylyn::internal::team::ui::LinkedTaskInfo ,5,2,5,0,21,0,6,0,24,7,13,6,0,0,7,7,7,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaTaskDataHandler ,26,2,7,21,153,0,2,0,350,18,17,2,2,0,14,169,44,2,,,,, 
org::eclipse::mylyn::internal::wikitext::textile::core::block::ParagraphBlock ,9,3,1,8,15,0,5,4,74,6,43,4,0,0,6,26,19,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::commands::Messages ,0,1,0,0,0,0,13,0,3,1,0,1,0,12,1,2,1,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::phrase::LimitedHtmlEndTagPhraseModifier ,2,2,1,1,6,0,1,0,23,4,22,1,0,0,1,10,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::externalization::DelegatingTaskExternalizer ,32,1,1,31,276,0,54,0,569,24,9,6,10,0,14,368,94,1,,,,, 
org::eclipse::mylyn::wikitext::core::parser::QuoteAttributes ,3,2,3,0,3,0,1,0,6,3,20,1,0,0,3,3,2,0,,,,, 
org::eclipse::mylyn::tasklist::tests::Job ,2,1,2,0,66,0,6,0,46,12,9,5,0,1,12,12,17,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::actions::DeleteFavoriteAction ,2,2,2,1,1,0,2,0,27,2,2,2,0,0,2,8,4,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::viewer::FontState ,12,1,10,2,300,0,11,0,118,25,9,0,2,4,23,46,39,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteFieldValue ,5,1,0,5,45,0,5,0,65,10,18,5,0,0,10,27,28,0,,,,, 
org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnector ,6,2,5,1,253,0,7,0,73,23,36,5,0,0,23,25,23,2,,,,, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskListFactory ,5,2,0,5,21,0,6,3,43,7,16,6,0,0,7,24,12,0,,,,, 
org::eclipse::mylyn::internal::trac::ui::search::RepositorySearchQuery ,2,1,0,2,6,0,3,0,44,4,0,3,0,0,4,11,4,0,,,,, 
org::eclipse::mylyn::wikitext::core::util::FormattingXMLStreamWriter ,9,2,5,4,253,0,6,0,101,23,29,6,1,0,21,60,31,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::JiraIssueContentOutlinePage ,1,1,1,0,1,0,5,0,81,2,0,5,0,0,2,5,4,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::SimpleWrappedPhraseModifier ,4,2,2,3,15,1,5,0,23,6,22,4,0,0,1,10,6,0,,,,, 
org::eclipse::mylyn::zest::core::viewers::internal::ZoomManager ,13,1,2,11,561,0,13,0,206,34,9,8,2,0,27,135,52,0,,,,, 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchOperation ,20,2,3,19,171,0,8,0,295,19,4,8,7,0,12,93,34,0,,,,, 
org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditor ,6,1,1,5,21,0,5,0,64,7,0,4,0,0,4,20,8,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::VersionFilter ,5,1,5,0,21,0,4,0,40,7,18,4,0,0,6,12,13,0,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracAttachment ,3,1,3,0,66,0,5,0,36,12,9,4,0,1,12,12,12,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::WikiTextUiPlugin ,31,1,18,14,45,0,9,0,213,10,0,9,0,0,10,128,45,1,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::DefaultIdGenerationStrategy ,2,2,0,2,0,0,0,0,7,1,10,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::XmlCleaner ,9,1,2,7,0,0,0,0,34,1,9,0,0,0,1,25,6,0,,,,, 
org::eclipse::mylyn::internal::provisional::tasks::ui::wizards::Messages ,0,1,0,0,0,0,8,0,3,1,0,1,0,7,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskWorkingSetFilter ,6,2,2,4,15,0,1,0,79,6,11,1,1,0,5,22,24,0,,,,, 
org::eclipse::mylyn::internal::monitor::reports::MonitorReportsPlugin ,2,1,2,0,15,0,5,0,19,6,0,1,0,0,6,10,6,0,,,,, 
org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskCategoryPropertySource ,4,2,1,3,3,0,0,8,16,3,22,0,0,0,3,10,4,0,,,,, 
org::eclipse::mylyn::context::ui::ContextUi ,15,1,12,3,10,0,1,0,27,5,9,0,0,1,5,20,10,0,,,,, 
org::eclipse::mylyn::internal::trac::ui::editor::Messages ,0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0,,,,, 
org::eclipse::mylyn::tasks::ui::wizards::AbstractTaskRepositoryPage ,13,2,4,9,153,2,10,0,224,18,2,9,7,1,7,91,33,1,,,,, 
org::eclipse::mylyn::internal::context::ui::preferences::Messages ,0,1,0,0,0,0,12,0,3,1,0,1,0,11,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::resources::ui::ResourceStructureBridge ,10,2,3,7,66,0,1,1,147,12,23,0,0,0,12,49,32,0,,,,, 
org::eclipse::mylyn::internal::xplanner::core::service::ServiceManager ,4,1,1,3,1,0,1,0,31,2,9,1,0,0,2,12,5,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetAdapterFactory ,0,1,0,0,1,0,2,0,29,2,18,2,0,0,2,4,2,0,,,,, 
org::eclipse::mylyn::internal::trac::core::TracAttachmentHandler ,12,2,0,12,10,0,1,0,70,5,13,1,0,0,5,45,14,0,,,,, 
org::eclipse::mylyn::wikitext::core::util::LocatorImpl ,5,1,4,1,21,0,6,0,26,7,15,6,0,0,7,13,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::AbstractTaskListFilter ,4,1,1,3,6,5,0,0,40,4,9,0,2,0,2,13,16,0,,,,, 
org::eclipse::mylyn::tasks::ui::AbstractTaskRepositoryLinkProvider ,1,1,1,0,21,3,4,0,24,7,9,4,0,0,7,9,6,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::MonospacePhraseModifier ,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::wikitext::twiki::core::validation::Messages ,2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::Messages ,0,1,0,0,0,0,13,0,3,1,0,1,0,12,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::actions::AbstractFavoritesAction ,0,1,0,0,1,4,0,0,13,2,0,0,0,0,0,6,2,0,,,,, 
org::eclipse::mylyn::internal::pde::ui::FocusedApiToolsJavadocCompletionProposalComputer ,1,1,0,1,0,0,1,0,10,1,0,1,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::JiraClient ,50,1,39,15,1225,1,14,0,197,50,9,8,0,0,50,133,61,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::ContentFilter ,8,1,8,0,21,0,6,0,27,7,18,6,0,0,6,8,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::DeleteAction ,17,1,2,16,10,1,1,0,132,5,0,0,0,0,4,44,13,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemotePermissionException ,1,2,0,1,21,0,3,0,40,7,25,3,0,0,7,12,12,0,,,,, 
org::eclipse::mylyn::tasks::ui::TasksUiImages ,6,1,3,3,6,0,63,0,47,4,9,6,1,0,3,15,13,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::outline::OutlineItem ,33,1,28,6,435,1,14,0,209,30,9,14,2,0,27,84,54,1,,,,, 
org::eclipse::mylyn::internal::tasks::bugs::actions::NewTaskFromErrorAction ,2,1,0,2,15,0,2,0,78,6,9,1,3,0,3,29,15,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::FastMarkupPartitioner ,13,1,6,8,21,0,4,0,61,7,0,1,1,1,5,36,10,2,,,,, 
org::eclipse::mylyn::commons::net::WebRequest ,2,1,2,0,1,3,0,0,0,2,9,0,0,0,2,2,0,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::editor::TimeSpanAttributeEditor ,7,2,1,6,10,0,2,0,33,5,32,2,0,0,4,25,5,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::validation::Messages ,4,1,3,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::zest::layouts::algorithms::DirectedGraphLayoutAlgorithm ,9,2,0,9,28,0,0,8,54,8,63,0,0,0,2,27,11,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::builder::DocBookDocumentBuilder ,21,3,5,16,496,2,8,4,412,32,36,8,9,0,22,169,98,1,,,,, 
org::eclipse::mylyn::wikitext::core::validation::Messages ,3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0,,,,, 
org::eclipse::mylyn::internal::commons::ui::WorkbenchUtil ,1,1,1,0,1,0,0,0,18,2,9,0,0,0,2,8,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TasksUiFactory ,5,1,1,4,6,0,0,0,9,4,12,0,0,0,4,9,3,0,,,,, 
org::eclipse::mylyn::bugzilla::deprecated::DummySearchHitProvider ,0,1,0,0,0,0,0,0,8,1,0,0,0,0,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::context::core::LegacyActivityAdaptor ,5,1,2,3,1,0,2,0,37,2,9,2,0,0,2,22,19,0,,,,, 
org::eclipse::mylyn::internal::sandbox::dev::views::RepositorySpyView ,10,1,5,7,91,0,5,0,134,14,0,5,10,0,4,51,16,1,,,,, 
org::eclipse::mylyn::wikitext::ui::commands::Messages ,5,1,4,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::highlighters::EditHighlightersAction ,1,1,1,0,6,0,2,0,15,4,0,1,0,0,4,6,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListCellModifier ,12,1,0,12,10,0,2,0,90,5,9,2,0,0,4,38,29,0,,,,, 
org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleRelationship ,6,1,6,0,351,0,14,0,99,27,16,11,0,0,27,31,30,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::JiraUiPlugin ,5,1,1,4,15,0,2,0,24,6,0,1,0,0,5,20,6,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskListElementPropertiesHandler ,1,2,0,1,0,0,0,0,5,1,1,0,0,0,0,2,3,0,,,,, 
org::eclipse::mylyn::team::ui::AbstractTaskReference ,2,1,2,0,6,1,0,0,0,4,9,0,0,0,4,4,0,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaUiPlugin ,16,1,5,11,45,0,20,0,127,10,0,2,1,0,9,60,30,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::wizard::AbstractBugzillaWizardPage ,4,1,0,4,66,1,17,0,555,12,0,0,0,0,10,182,81,0,,,,, 
org::eclipse::mylyn::internal::web::tasks::WebRepositorySettingsPage ,11,4,1,10,91,0,15,25,265,14,78,15,5,0,5,86,24,0,,,,, 
org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::AutoLinkSwitchPhraseModifier ,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::monitor::internal::CardinalStatistic ,2,2,1,1,21,0,1,0,27,7,15,1,0,0,7,10,9,0,,,,, 
org::eclipse::mylyn::internal::pde::ui::PdeStructureBridge ,8,2,0,8,66,0,1,1,258,12,23,0,0,0,12,105,56,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::wizards::Messages ,0,1,0,0,0,0,120,0,3,1,0,1,0,119,1,2,1,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::NewLocalTaskAction ,1,1,0,1,6,0,1,0,54,4,0,0,0,0,4,24,14,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::Messages ,3,1,1,2,6,0,2,0,19,4,9,2,1,0,3,7,6,1,,,,, 
org::eclipse::mylyn::internal::trac::ui::editor::TracCcAttributeEditor ,5,2,1,4,1,0,2,0,49,2,32,2,0,0,2,17,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskLabelDecorator ,11,1,0,11,15,0,0,0,67,6,9,0,1,0,5,37,22,1,,,,, 
org::eclipse::mylyn::tasks::core::data::AbstractTaskAttachmentHandler ,7,1,7,0,6,4,0,0,0,4,9,0,0,0,4,4,0,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::SaxBugzillaQueryContentHandler ,6,1,1,5,15,0,6,0,55,6,51,6,0,0,5,20,13,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermission ,3,1,1,2,45,0,5,0,59,10,18,5,0,0,10,22,25,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityWrappingReplacementToken ,5,2,2,3,6,0,3,0,18,4,22,3,0,0,2,9,6,0,,,,, 
org::eclipse::mylyn::internal::commons::net::PollingInputStream ,6,1,1,5,21,0,4,1,105,7,26,4,1,0,5,28,27,0,,,,, 
org::eclipse::mylyn::internal::web::tasks::WebImages ,3,1,0,3,6,0,4,0,34,4,9,3,2,0,2,19,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListView ,97,1,53,58,2211,0,82,0,1115,67,0,68,23,2,43,470,199,4,,,,, 
org::eclipse::mylyn::internal::wikitext::core::validation::StandaloneMarkupValidator ,10,1,2,8,36,0,4,0,91,9,9,4,3,0,5,53,26,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::RepositoryExternalizationParticipant ,4,2,1,3,78,0,4,1,47,13,28,4,1,0,12,23,13,0,,,,, 
org::eclipse::mylyn::internal::monitor::reports::collectors::FocusedUiUsageDetector ,4,1,1,3,1,0,0,0,16,2,9,0,0,0,2,10,6,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::EditorPreferencePage ,4,1,0,4,6,0,0,0,73,4,0,0,0,0,4,32,7,2,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::validation::Messages ,2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::deprecated::RepositoryTaskEditorInput ,7,2,1,6,21,2,3,2,64,7,25,0,0,0,7,22,21,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::actions::ViewOfflineReportAction ,1,2,0,1,1,0,1,0,40,2,2,1,0,0,2,16,7,0,,,,, 
org::eclipse::mylyn::internal::wikitext::twiki::core::token::IconReplacementToken ,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::sync::SubmitTaskAttachmentJob ,10,3,2,8,6,0,8,0,46,4,10,8,0,0,4,21,5,1,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::UserFilter ,1,1,1,0,0,4,0,0,0,1,18,0,0,0,0,1,0,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::ChangesetLinkReplacementToken ,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::CategoryEditorInput ,6,1,2,4,55,0,1,0,35,11,9,1,0,0,11,18,11,0,,,,, 
